Country,Geography,VAR,Variable,TIME,Value
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,53137
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,53400
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,52255
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,50915
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,49493
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,49295
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,49406
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,51140
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,51842
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,51640
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,53453
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,53939
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,53984
United States,Memphis,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,53845
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2001,207227
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2002,204712
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2003,202718
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2004,206368
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2005,210061
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2006,216496
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2007,219162
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2008,217938
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2009,210367
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2010,211636
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2011,214240
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2012,215262
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2013,216789
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2014,219852
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2015,222716
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2016,224682
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2017,225489
United States,Berks,EMP_IND_TOTAL,Employment at place of work,2018,228794
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,73201
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,73280
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,79707
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,82688
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,93712
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,101450
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,110872
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,124787
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,102933
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,104925
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,106696
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,105086
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,112212
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,117063
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,100864
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,96364
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,101800
United States,Brazos,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,103973
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2001,765606
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2002,757708
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2003,752250
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2004,763538
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2005,775261
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2006,786925
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2007,801933
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2008,807415
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2009,785190
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2010,774625
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2011,786151
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2012,791456
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2013,798573
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2014,806900
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2015,813765
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2016,816196
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2017,818365
United States,Hartford,EMP_IND_TOTAL,Employment at place of work,2018,824033
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,106503
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,110113
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,111319
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,114895
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,117501
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,123672
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,125875
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,126970
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,121980
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,121776
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,123209
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,124047
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,125472
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,126154
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,127561
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,127025
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,128361
United States,Dallas,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,130635
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,41567
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,42402
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,44578
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,45599
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,46988
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,45540
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,47412
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,49028
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,49782
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,49552
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,49543
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,48751
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,49882
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,48698
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,50080
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,49968
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,49920
United States,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,50844
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2001,716351
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2002,720263
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2003,740698
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2004,763130
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2005,788440
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2006,818737
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2007,832401
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2008,821012
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2009,786276
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2010,781240
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2011,796500
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2012,805436
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2013,821819
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2014,844690
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2015,873345
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2016,904400
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2017,949190
United States,Jacksonville,EMP_IND_TOTAL,Employment at place of work,2018,977187
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,88252
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,89783
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,94639
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,97495
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,102193
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,111239
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,114863
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,126626
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,118040
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,112039
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,115739
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,117464
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,121327
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,126059
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,117175
United States,Oklahoma,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,114401
